,word,emotion,association
27785,corduroy,trust,0
27786,core,anger,0
27787,core,anticipation,0
27788,core,disgust,0
27789,core,fear,0
27790,core,joy,0
27791,core,negative,0
27792,core,positive,1
27793,core,sadness,0
27794,core,surprise,0
27795,core,trust,0
27796,cork,anger,0
27797,cork,anticipation,0
27798,cork,disgust,0
27799,cork,fear,0
27800,cork,joy,0
27801,cork,negative,0
27802,cork,positive,0
27803,cork,sadness,0
27804,cork,surprise,0
27805,cork,trust,0
27806,corkscrew,anger,0
27807,corkscrew,anticipation,0
27808,corkscrew,disgust,0
27809,corkscrew,fear,0
27810,corkscrew,joy,0
27811,corkscrew,negative,0
27812,corkscrew,positive,0
27813,corkscrew,sadness,0
27814,corkscrew,surprise,0
27815,corkscrew,trust,0
27816,corn,anger,0
27817,corn,anticipation,0
27818,corn,disgust,0
27819,corn,fear,0
27820,corn,joy,0
27821,corn,negative,0
27822,corn,positive,0
27823,corn,sadness,0
27824,corn,surprise,0
27825,corn,trust,0
27826,cornea,anger,0
27827,cornea,anticipation,0
27828,cornea,disgust,0
27829,cornea,fear,0
27830,cornea,joy,0
27831,cornea,negative,0
27832,cornea,positive,0
27833,cornea,sadness,0
27834,cornea,surprise,0
27835,cornea,trust,0
27836,corner,anger,0
27837,corner,anticipation,0
27838,corner,disgust,0
27839,corner,fear,0
27840,corner,joy,0
27841,corner,negative,0
27842,corner,positive,0
27843,corner,sadness,0
27844,corner,surprise,0
27845,corner,trust,0
27846,cornet,anger,0
27847,cornet,anticipation,0
27848,cornet,disgust,0
27849,cornet,fear,0
27850,cornet,joy,0
27851,cornet,negative,0
27852,cornet,positive,0
27853,cornet,sadness,0
27854,cornet,surprise,0
27855,cornet,trust,0
27856,cornice,anger,0
27857,cornice,anticipation,0
27858,cornice,disgust,0
27859,cornice,fear,0
27860,cornice,joy,0
27861,cornice,negative,0
27862,cornice,positive,0
27863,cornice,sadness,0
27864,cornice,surprise,0
27865,cornice,trust,0
27866,cornstarch,anger,0
27867,cornstarch,anticipation,0
27868,cornstarch,disgust,0
27869,cornstarch,fear,0
27870,cornstarch,joy,0
27871,cornstarch,negative,0
27872,cornstarch,positive,0
27873,cornstarch,sadness,0
27874,cornstarch,surprise,0
27875,cornstarch,trust,0
27876,corollary,anger,0
27877,corollary,anticipation,0
27878,corollary,disgust,0
27879,corollary,fear,0
27880,corollary,joy,0
27881,corollary,negative,0
27882,corollary,positive,0
27883,corollary,sadness,0
27884,corollary,surprise,0
27885,corollary,trust,0
27886,corona,anger,0
27887,corona,anticipation,0
27888,corona,disgust,0
27889,corona,fear,0
27890,corona,joy,0
27891,corona,negative,0
27892,corona,positive,0
27893,corona,sadness,0
27894,corona,surprise,0
27895,corona,trust,0
27896,coronation,anger,0
27897,coronation,anticipation,0
27898,coronation,disgust,0
27899,coronation,fear,0
27900,coronation,joy,1
27901,coronation,negative,0
27902,coronation,positive,1
27903,coronation,sadness,0
27904,coronation,surprise,0
27905,coronation,trust,1
27906,coroner,anger,0
27907,coroner,anticipation,0
27908,coroner,disgust,0
27909,coroner,fear,0
27910,coroner,joy,0
27911,coroner,negative,1
27912,coroner,positive,0
27913,coroner,sadness,0
27914,coroner,surprise,0
27915,coroner,trust,0
27916,corporal,anger,0
27917,corporal,anticipation,0
27918,corporal,disgust,0
27919,corporal,fear,0
27920,corporal,joy,0
27921,corporal,negative,1
27922,corporal,positive,0
27923,corporal,sadness,0
27924,corporal,surprise,0
27925,corporal,trust,0
27926,corporate,anger,0
27927,corporate,anticipation,0
27928,corporate,disgust,0
27929,corporate,fear,0
27930,corporate,joy,0
27931,corporate,negative,0
27932,corporate,positive,0
27933,corporate,sadness,0
27934,corporate,surprise,0
27935,corporate,trust,0
27936,corporation,anger,0
27937,corporation,anticipation,0
27938,corporation,disgust,0
27939,corporation,fear,0
27940,corporation,joy,0
27941,corporation,negative,0
27942,corporation,positive,1
27943,corporation,sadness,0
27944,corporation,surprise,0
27945,corporation,trust,1
27946,corporeal,anger,0
27947,corporeal,anticipation,0
27948,corporeal,disgust,0
27949,corporeal,fear,0
27950,corporeal,joy,0
27951,corporeal,negative,0
27952,corporeal,positive,1
27953,corporeal,sadness,0
27954,corporeal,surprise,0
27955,corporeal,trust,0
27956,corps,anger,0
27957,corps,anticipation,0
27958,corps,disgust,0
27959,corps,fear,0
27960,corps,joy,0
27961,corps,negative,0
27962,corps,positive,0
27963,corps,sadness,0
27964,corps,surprise,0
27965,corps,trust,0
27966,corpse,anger,0
27967,corpse,anticipation,0
27968,corpse,disgust,1
27969,corpse,fear,0
27970,corpse,joy,0
27971,corpse,negative,1
27972,corpse,positive,0
27973,corpse,sadness,1
27974,corpse,surprise,0
27975,corpse,trust,0
27976,corpus,anger,0
27977,corpus,anticipation,0
27978,corpus,disgust,0
27979,corpus,fear,0
27980,corpus,joy,0
27981,corpus,negative,0
27982,corpus,positive,0
27983,corpus,sadness,0
27984,corpus,surprise,0
27985,corpus,trust,0
27986,corral,anger,0
27987,corral,anticipation,0
27988,corral,disgust,0
27989,corral,fear,0
27990,corral,joy,0
27991,corral,negative,0
27992,corral,positive,0
27993,corral,sadness,0
27994,corral,surprise,0
27995,corral,trust,0
27996,correction,anger,0
27997,correction,anticipation,0
27998,correction,disgust,0
27999,correction,fear,0
28000,correction,joy,0
28001,correction,negative,1
28002,correction,positive,0
28003,correction,sadness,0
28004,correction,surprise,0
28005,correction,trust,0
28006,corrective,anger,0
28007,corrective,anticipation,0
28008,corrective,disgust,0
28009,corrective,fear,0
28010,corrective,joy,0
28011,corrective,negative,0
28012,corrective,positive,1
28013,corrective,sadness,0
28014,corrective,surprise,0
28015,corrective,trust,0
28016,correctness,anger,0
28017,correctness,anticipation,0
28018,correctness,disgust,0
28019,correctness,fear,0
28020,correctness,joy,0
28021,correctness,negative,0
28022,correctness,positive,0
28023,correctness,sadness,0
28024,correctness,surprise,0
28025,correctness,trust,1
28026,correlation,anger,0
28027,correlation,anticipation,0
28028,correlation,disgust,0
28029,correlation,fear,0
28030,correlation,joy,0
28031,correlation,negative,0
28032,correlation,positive,0
28033,correlation,sadness,0
28034,correlation,surprise,0
28035,correlation,trust,0
28036,correlative,anger,0
28037,correlative,anticipation,0
28038,correlative,disgust,0
28039,correlative,fear,0
28040,correlative,joy,0
28041,correlative,negative,0
28042,correlative,positive,0
28043,correlative,sadness,0
28044,correlative,surprise,0
28045,correlative,trust,0
28046,correspond,anger,0
28047,correspond,anticipation,0
28048,correspond,disgust,0
28049,correspond,fear,0
28050,correspond,joy,0
28051,correspond,negative,0
28052,correspond,positive,0
28053,correspond,sadness,0
28054,correspond,surprise,0
28055,correspond,trust,0
28056,correspondence,anger,0
28057,correspondence,anticipation,1
28058,correspondence,disgust,0
28059,correspondence,fear,0
28060,correspondence,joy,0
28061,correspondence,negative,0
28062,correspondence,positive,1
28063,correspondence,sadness,0
28064,correspondence,surprise,0
28065,correspondence,trust,0
28066,correspondent,anger,0
28067,correspondent,anticipation,0
28068,correspondent,disgust,0
28069,correspondent,fear,0
28070,correspondent,joy,0
28071,correspondent,negative,0
28072,correspondent,positive,0
28073,correspondent,sadness,0
28074,correspondent,surprise,0
28075,correspondent,trust,0
28076,corridor,anger,0
28077,corridor,anticipation,0
28078,corridor,disgust,0
28079,corridor,fear,0
28080,corridor,joy,0
28081,corridor,negative,0
28082,corridor,positive,0
28083,corridor,sadness,0
28084,corridor,surprise,0
28085,corridor,trust,0
28086,corroborate,anger,0
28087,corroborate,anticipation,0
28088,corroborate,disgust,0
28089,corroborate,fear,0
28090,corroborate,joy,0
28091,corroborate,negative,0
28092,corroborate,positive,1
28093,corroborate,sadness,0
28094,corroborate,surprise,0
28095,corroborate,trust,1
28096,corroboration,anger,0
28097,corroboration,anticipation,0
28098,corroboration,disgust,0
28099,corroboration,fear,0
28100,corroboration,joy,0
28101,corroboration,negative,0
28102,corroboration,positive,0
28103,corroboration,sadness,0
28104,corroboration,surprise,0
28105,corroboration,trust,1
28106,corrosion,anger,0
28107,corrosion,anticipation,0
28108,corrosion,disgust,0
28109,corrosion,fear,0
28110,corrosion,joy,0
28111,corrosion,negative,1
28112,corrosion,positive,0
28113,corrosion,sadness,0
28114,corrosion,surprise,0
28115,corrosion,trust,0
28116,corrosive,anger,0
28117,corrosive,anticipation,0
28118,corrosive,disgust,0
28119,corrosive,fear,1
28120,corrosive,joy,0
28121,corrosive,negative,1
28122,corrosive,positive,0
28123,corrosive,sadness,0
28124,corrosive,surprise,0
28125,corrosive,trust,0
28126,corrupt,anger,0
28127,corrupt,anticipation,0
28128,corrupt,disgust,0
28129,corrupt,fear,0
28130,corrupt,joy,0
28131,corrupt,negative,1
28132,corrupt,positive,0
28133,corrupt,sadness,0
28134,corrupt,surprise,0
28135,corrupt,trust,0
28136,corrupting,anger,1
28137,corrupting,anticipation,0
28138,corrupting,disgust,1
28139,corrupting,fear,1
28140,corrupting,joy,0
28141,corrupting,negative,1
28142,corrupting,positive,0
28143,corrupting,sadness,1
28144,corrupting,surprise,0
28145,corrupting,trust,0
28146,corruption,anger,0
28147,corruption,anticipation,0
28148,corruption,disgust,1
28149,corruption,fear,0
28150,corruption,joy,0
28151,corruption,negative,1
28152,corruption,positive,0
28153,corruption,sadness,0
28154,corruption,surprise,0
28155,corruption,trust,0
28156,corse,anger,0
28157,corse,anticipation,0
28158,corse,disgust,0
28159,corse,fear,0
28160,corse,joy,0
28161,corse,negative,0
28162,corse,positive,0
28163,corse,sadness,1
28164,corse,surprise,0
28165,corse,trust,0
28166,corset,anger,0
28167,corset,anticipation,0
28168,corset,disgust,0
28169,corset,fear,0
28170,corset,joy,0
28171,corset,negative,0
28172,corset,positive,0
28173,corset,sadness,0
28174,corset,surprise,0
28175,corset,trust,0
28176,cortex,anger,0
28177,cortex,anticipation,0
28178,cortex,disgust,0
28179,cortex,fear,0
28180,cortex,joy,0
28181,cortex,negative,0
28182,cortex,positive,0
28183,cortex,sadness,0
28184,cortex,surprise,0
28185,cortex,trust,0
28186,cortical,anger,0
28187,cortical,anticipation,0
28188,cortical,disgust,0
28189,cortical,fear,0
28190,cortical,joy,0
28191,cortical,negative,0
28192,cortical,positive,0
28193,cortical,sadness,0
28194,cortical,surprise,0
28195,cortical,trust,0
28196,corvette,anger,0
28197,corvette,anticipation,0
28198,corvette,disgust,0
28199,corvette,fear,0
28200,corvette,joy,0
28201,corvette,negative,0
28202,corvette,positive,0
28203,corvette,sadness,0
28204,corvette,surprise,0
28205,corvette,trust,0
28206,cosmetic,anger,0
28207,cosmetic,anticipation,0
28208,cosmetic,disgust,0
28209,cosmetic,fear,0
28210,cosmetic,joy,0
28211,cosmetic,negative,0
28212,cosmetic,positive,0
28213,cosmetic,sadness,0
28214,cosmetic,surprise,0
28215,cosmetic,trust,0
28216,cosmetics,anger,0
28217,cosmetics,anticipation,0
28218,cosmetics,disgust,0
28219,cosmetics,fear,0
28220,cosmetics,joy,0
28221,cosmetics,negative,0
28222,cosmetics,positive,0
28223,cosmetics,sadness,0
28224,cosmetics,surprise,0
28225,cosmetics,trust,0
28226,cosmic,anger,0
28227,cosmic,anticipation,0
28228,cosmic,disgust,0
28229,cosmic,fear,0
28230,cosmic,joy,0
28231,cosmic,negative,0
28232,cosmic,positive,0
28233,cosmic,sadness,0
28234,cosmic,surprise,0
28235,cosmic,trust,0
28236,cosmology,anger,0
28237,cosmology,anticipation,0
28238,cosmology,disgust,0
28239,cosmology,fear,0
28240,cosmology,joy,0
28241,cosmology,negative,0
28242,cosmology,positive,0
28243,cosmology,sadness,0
28244,cosmology,surprise,0
28245,cosmology,trust,0
28246,cosmopolitan,anger,0
28247,cosmopolitan,anticipation,0
28248,cosmopolitan,disgust,0
28249,cosmopolitan,fear,0
28250,cosmopolitan,joy,0
28251,cosmopolitan,negative,0
28252,cosmopolitan,positive,1
28253,cosmopolitan,sadness,0
28254,cosmopolitan,surprise,0
28255,cosmopolitan,trust,1
28256,cosmos,anger,0
28257,cosmos,anticipation,0
28258,cosmos,disgust,0
28259,cosmos,fear,0
28260,cosmos,joy,0
28261,cosmos,negative,0
28262,cosmos,positive,0
28263,cosmos,sadness,0
28264,cosmos,surprise,0
28265,cosmos,trust,0
28266,cost,anger,0
28267,cost,anticipation,0
28268,cost,disgust,0
28269,cost,fear,0
28270,cost,joy,0
28271,cost,negative,0
28272,cost,positive,0
28273,cost,sadness,0
28274,cost,surprise,0
28275,cost,trust,0
28276,costly,anger,0
28277,costly,anticipation,0
28278,costly,disgust,0
28279,costly,fear,0
28280,costly,joy,0
28281,costly,negative,0
28282,costly,positive,0
28283,costly,sadness,0
28284,costly,surprise,0
28285,costly,trust,0
28286,costume,anger,0
28287,costume,anticipation,0
28288,costume,disgust,0
28289,costume,fear,0
28290,costume,joy,0
28291,costume,negative,0
28292,costume,positive,0
28293,costume,sadness,0
28294,costume,surprise,0
28295,costume,trust,0
28296,cosy,anger,0
28297,cosy,anticipation,0
28298,cosy,disgust,0
28299,cosy,fear,0
28300,cosy,joy,0
28301,cosy,negative,0
28302,cosy,positive,1
28303,cosy,sadness,0
28304,cosy,surprise,0
28305,cosy,trust,0
28306,cot,anger,0
28307,cot,anticipation,0
28308,cot,disgust,0
28309,cot,fear,0
28310,cot,joy,0
28311,cot,negative,0
28312,cot,positive,0
28313,cot,sadness,0
28314,cot,surprise,0
28315,cot,trust,0
28316,cote,anger,0
28317,cote,anticipation,0
28318,cote,disgust,0
28319,cote,fear,0
28320,cote,joy,0
28321,cote,negative,0
28322,cote,positive,0
28323,cote,sadness,0
28324,cote,surprise,0
28325,cote,trust,0
28326,cottage,anger,0
28327,cottage,anticipation,0
28328,cottage,disgust,0
28329,cottage,fear,0
28330,cottage,joy,0
28331,cottage,negative,0
28332,cottage,positive,0
28333,cottage,sadness,0
28334,cottage,surprise,0
28335,cottage,trust,0
28336,cotton,anger,0
28337,cotton,anticipation,0
28338,cotton,disgust,0
28339,cotton,fear,0
28340,cotton,joy,0
28341,cotton,negative,0
28342,cotton,positive,0
28343,cotton,sadness,0
28344,cotton,surprise,0
28345,cotton,trust,0
28346,couch,anger,0
28347,couch,anticipation,0
28348,couch,disgust,0
28349,couch,fear,0
28350,couch,joy,0
28351,couch,negative,0
28352,couch,positive,0
28353,couch,sadness,1
28354,couch,surprise,0
28355,couch,trust,0
28356,cougar,anger,0
28357,cougar,anticipation,0
28358,cougar,disgust,0
28359,cougar,fear,0
28360,cougar,joy,0
28361,cougar,negative,0
28362,cougar,positive,0
28363,cougar,sadness,0
28364,cougar,surprise,0
28365,cougar,trust,0
28366,cough,anger,0
28367,cough,anticipation,0
28368,cough,disgust,1
28369,cough,fear,0
28370,cough,joy,0
28371,cough,negative,1
28372,cough,positive,0
28373,cough,sadness,0
28374,cough,surprise,0
28375,cough,trust,0
28376,council,anger,0
28377,council,anticipation,1
28378,council,disgust,0
28379,council,fear,0
28380,council,joy,0
28381,council,negative,0
28382,council,positive,1
28383,council,sadness,0
28384,council,surprise,0
28385,council,trust,1
28386,counsel,anger,0
28387,counsel,anticipation,0
28388,counsel,disgust,0
28389,counsel,fear,0
28390,counsel,joy,0
28391,counsel,negative,0
28392,counsel,positive,1
28393,counsel,sadness,0
28394,counsel,surprise,0
28395,counsel,trust,1
28396,counsellor,anger,1
28397,counsellor,anticipation,0
28398,counsellor,disgust,0
28399,counsellor,fear,1
28400,counsellor,joy,0
28401,counsellor,negative,1
28402,counsellor,positive,0
28403,counsellor,sadness,0
28404,counsellor,surprise,0
28405,counsellor,trust,1
28406,counselor,anger,0
28407,counselor,anticipation,0
28408,counselor,disgust,0
28409,counselor,fear,0
28410,counselor,joy,0
28411,counselor,negative,0
28412,counselor,positive,1
28413,counselor,sadness,0
28414,counselor,surprise,0
28415,counselor,trust,1
28416,count,anger,0
28417,count,anticipation,0
28418,count,disgust,0
28419,count,fear,0
28420,count,joy,0
28421,count,negative,0
28422,count,positive,1
28423,count,sadness,0
28424,count,surprise,0
28425,count,trust,1
28426,countdown,anger,0
28427,countdown,anticipation,1
28428,countdown,disgust,0
28429,countdown,fear,0
28430,countdown,joy,0
28431,countdown,negative,0
28432,countdown,positive,0
28433,countdown,sadness,0
28434,countdown,surprise,0
28435,countdown,trust,0
28436,countenance,anger,0
28437,countenance,anticipation,0
28438,countenance,disgust,0
28439,countenance,fear,0
28440,countenance,joy,0
28441,countenance,negative,0
28442,countenance,positive,0
28443,countenance,sadness,0
28444,countenance,surprise,0
28445,countenance,trust,0
28446,counter,anger,0
28447,counter,anticipation,0
28448,counter,disgust,0
28449,counter,fear,0
28450,counter,joy,0
28451,counter,negative,0
28452,counter,positive,0
28453,counter,sadness,0
28454,counter,surprise,0
28455,counter,trust,0
28456,counteract,anger,0
28457,counteract,anticipation,0
28458,counteract,disgust,0
28459,counteract,fear,0
28460,counteract,joy,0
28461,counteract,negative,0
28462,counteract,positive,0
28463,counteract,sadness,0
28464,counteract,surprise,0
28465,counteract,trust,0
28466,counterbalance,anger,0
28467,counterbalance,anticipation,0
28468,counterbalance,disgust,0
28469,counterbalance,fear,0
28470,counterbalance,joy,0
28471,counterbalance,negative,0
28472,counterbalance,positive,0
28473,counterbalance,sadness,0
28474,counterbalance,surprise,0
28475,counterbalance,trust,0
28476,counterclaim,anger,0
28477,counterclaim,anticipation,0
28478,counterclaim,disgust,0
28479,counterclaim,fear,0
28480,counterclaim,joy,0
28481,counterclaim,negative,0
28482,counterclaim,positive,0
28483,counterclaim,sadness,0
28484,counterclaim,surprise,0
28485,counterclaim,trust,0
28486,counterpart,anger,0
28487,counterpart,anticipation,0
28488,counterpart,disgust,0
28489,counterpart,fear,0
28490,counterpart,joy,0
28491,counterpart,negative,0
28492,counterpart,positive,0
28493,counterpart,sadness,0
28494,counterpart,surprise,0
28495,counterpart,trust,0
28496,countess,anger,0
28497,countess,anticipation,0
28498,countess,disgust,0
28499,countess,fear,0
28500,countess,joy,0
28501,countess,negative,0
28502,countess,positive,1
28503,countess,sadness,0
28504,countess,surprise,0
28505,countess,trust,0
28506,countless,anger,0
28507,countless,anticipation,0
28508,countless,disgust,0
28509,countless,fear,0
28510,countless,joy,0
28511,countless,negative,0
28512,countless,positive,0
28513,countless,sadness,0
28514,countless,surprise,0
28515,countless,trust,0
28516,country,anger,0
28517,country,anticipation,0
28518,country,disgust,0
28519,country,fear,0
28520,country,joy,0
28521,country,negative,0
28522,country,positive,0
28523,country,sadness,0
28524,country,surprise,0
28525,country,trust,0
28526,countryman,anger,0
28527,countryman,anticipation,0
28528,countryman,disgust,0
28529,countryman,fear,0
28530,countryman,joy,0
28531,countryman,negative,0
28532,countryman,positive,0
28533,countryman,sadness,0
28534,countryman,surprise,0
28535,countryman,trust,1
28536,counts,anger,0
28537,counts,anticipation,0
28538,counts,disgust,0
28539,counts,fear,0
28540,counts,joy,0
28541,counts,negative,0
28542,counts,positive,0
28543,counts,sadness,0
28544,counts,surprise,0
28545,counts,trust,0
28546,county,anger,0
28547,county,anticipation,0
28548,county,disgust,0
28549,county,fear,0
28550,county,joy,0
28551,county,negative,0
28552,county,positive,0
28553,county,sadness,0
28554,county,surprise,0
28555,county,trust,1
28556,coup,anger,1
28557,coup,anticipation,0
28558,coup,disgust,0
28559,coup,fear,0
28560,coup,joy,0
28561,coup,negative,0
28562,coup,positive,0
28563,coup,sadness,0
28564,coup,surprise,1
28565,coup,trust,0
28566,couple,anger,0
28567,couple,anticipation,0
28568,couple,disgust,0
28569,couple,fear,0
28570,couple,joy,0
28571,couple,negative,0
28572,couple,positive,0
28573,couple,sadness,0
28574,couple,surprise,0
28575,couple,trust,0
28576,coupled,anger,0
28577,coupled,anticipation,0
28578,coupled,disgust,0
28579,coupled,fear,0
28580,coupled,joy,0
28581,coupled,negative,0
28582,coupled,positive,0
28583,coupled,sadness,0
28584,coupled,surprise,0
28585,coupled,trust,0
28586,coupon,anger,0
28587,coupon,anticipation,0
28588,coupon,disgust,0
28589,coupon,fear,0
28590,coupon,joy,0
28591,coupon,negative,0
28592,coupon,positive,0
28593,coupon,sadness,0
28594,coupon,surprise,0
28595,coupon,trust,0
28596,courage,anger,0
28597,courage,anticipation,0
28598,courage,disgust,0
28599,courage,fear,0
28600,courage,joy,0
28601,courage,negative,0
28602,courage,positive,1
28603,courage,sadness,0
28604,courage,surprise,0
28605,courage,trust,0
28606,courageous,anger,0
28607,courageous,anticipation,0
28608,courageous,disgust,0
28609,courageous,fear,1
28610,courageous,joy,0
28611,courageous,negative,0
28612,courageous,positive,1
28613,courageous,sadness,0
28614,courageous,surprise,0
28615,courageous,trust,0
28616,courier,anger,0
28617,courier,anticipation,0
28618,courier,disgust,0
28619,courier,fear,0
28620,courier,joy,0
28621,courier,negative,0
28622,courier,positive,0
28623,courier,sadness,0
28624,courier,surprise,0
28625,courier,trust,1
28626,courses,anger,0
28627,courses,anticipation,0
28628,courses,disgust,0
28629,courses,fear,0
28630,courses,joy,0
28631,courses,negative,0
28632,courses,positive,0
28633,courses,sadness,0
28634,courses,surprise,0
28635,courses,trust,0
28636,coursing,anger,0
28637,coursing,anticipation,0
28638,coursing,disgust,0
28639,coursing,fear,0
28640,coursing,joy,0
28641,coursing,negative,1
28642,coursing,positive,0
28643,coursing,sadness,0
28644,coursing,surprise,0
28645,coursing,trust,0
28646,court,anger,1
28647,court,anticipation,1
28648,court,disgust,0
28649,court,fear,1
28650,court,joy,0
28651,court,negative,0
28652,court,positive,0
28653,court,sadness,0
28654,court,surprise,0
28655,court,trust,0
28656,courteous,anger,0
28657,courteous,anticipation,0
28658,courteous,disgust,0
28659,courteous,fear,0
28660,courteous,joy,0
28661,courteous,negative,0
28662,courteous,positive,1
28663,courteous,sadness,0
28664,courteous,surprise,0
28665,courteous,trust,0
28666,courtesy,anger,0
28667,courtesy,anticipation,0
28668,courtesy,disgust,0
28669,courtesy,fear,0
28670,courtesy,joy,0
28671,courtesy,negative,0
28672,courtesy,positive,1
28673,courtesy,sadness,0
28674,courtesy,surprise,0
28675,courtesy,trust,0
28676,courthouse,anger,0
28677,courthouse,anticipation,0
28678,courthouse,disgust,0
28679,courthouse,fear,0
28680,courthouse,joy,0
28681,courthouse,negative,0
28682,courthouse,positive,0
28683,courthouse,sadness,0
28684,courthouse,surprise,0
28685,courthouse,trust,0
28686,courts,anger,0
28687,courts,anticipation,0
28688,courts,disgust,0
28689,courts,fear,0
28690,courts,joy,0
28691,courts,negative,0
28692,courts,positive,0
28693,courts,sadness,0
28694,courts,surprise,0
28695,courts,trust,0
28696,courtship,anger,0
28697,courtship,anticipation,1
28698,courtship,disgust,0
28699,courtship,fear,0
28700,courtship,joy,1
28701,courtship,negative,0
28702,courtship,positive,1
28703,courtship,sadness,0
28704,courtship,surprise,0
28705,courtship,trust,1
28706,courtyard,anger,0
28707,courtyard,anticipation,0
28708,courtyard,disgust,0
28709,courtyard,fear,0
28710,courtyard,joy,0
28711,courtyard,negative,0
28712,courtyard,positive,0
28713,courtyard,sadness,0
28714,courtyard,surprise,0
28715,courtyard,trust,0
28716,cove,anger,0
28717,cove,anticipation,1
28718,cove,disgust,1
28719,cove,fear,1
28720,cove,joy,1
28721,cove,negative,0
28722,cove,positive,1
28723,cove,sadness,0
28724,cove,surprise,0
28725,cove,trust,0
28726,covenant,anger,0
28727,covenant,anticipation,0
28728,covenant,disgust,0
28729,covenant,fear,0
28730,covenant,joy,0
28731,covenant,negative,0
28732,covenant,positive,1
28733,covenant,sadness,0
28734,covenant,surprise,0
28735,covenant,trust,1
28736,cover,anger,0
28737,cover,anticipation,0
28738,cover,disgust,0
28739,cover,fear,0
28740,cover,joy,0
28741,cover,negative,0
28742,cover,positive,0
28743,cover,sadness,0
28744,cover,surprise,0
28745,cover,trust,1
28746,covered,anger,0
28747,covered,anticipation,0
28748,covered,disgust,0
28749,covered,fear,0
28750,covered,joy,0
28751,covered,negative,0
28752,covered,positive,0
28753,covered,sadness,0
28754,covered,surprise,0
28755,covered,trust,0
28756,covering,anger,0
28757,covering,anticipation,0
28758,covering,disgust,0
28759,covering,fear,0
28760,covering,joy,0
28761,covering,negative,0
28762,covering,positive,0
28763,covering,sadness,0
28764,covering,surprise,0
28765,covering,trust,0
28766,covert,anger,0
28767,covert,anticipation,0
28768,covert,disgust,0
28769,covert,fear,0
28770,covert,joy,0
28771,covert,negative,0
28772,covert,positive,0
28773,covert,sadness,0
28774,covert,surprise,0
28775,covert,trust,0
28776,covet,anger,0
28777,covet,anticipation,0
28778,covet,disgust,0
28779,covet,fear,0
28780,covet,joy,0
28781,covet,negative,1
28782,covet,positive,0
28783,covet,sadness,0
28784,covet,surprise,0
28785,covet,trust,0
28786,cow,anger,0
28787,cow,anticipation,0
28788,cow,disgust,0
28789,cow,fear,0
28790,cow,joy,0
28791,cow,negative,0
28792,cow,positive,0
28793,cow,sadness,0
28794,cow,surprise,0
28795,cow,trust,0
28796,coward,anger,0
28797,coward,anticipation,0
28798,coward,disgust,1
28799,coward,fear,1
28800,coward,joy,0
28801,coward,negative,1
28802,coward,positive,0
28803,coward,sadness,1
28804,coward,surprise,0
28805,coward,trust,0
28806,cowardice,anger,0
28807,cowardice,anticipation,0
28808,cowardice,disgust,0
28809,cowardice,fear,1
28810,cowardice,joy,0
28811,cowardice,negative,1
28812,cowardice,positive,0
28813,cowardice,sadness,0
28814,cowardice,surprise,0
28815,cowardice,trust,0
28816,cowardly,anger,0
28817,cowardly,anticipation,0
28818,cowardly,disgust,0
28819,cowardly,fear,1
28820,cowardly,joy,0
28821,cowardly,negative,1
28822,cowardly,positive,0
28823,cowardly,sadness,0
28824,cowardly,surprise,0
28825,cowardly,trust,0
28826,cowboy,anger,0
28827,cowboy,anticipation,0
28828,cowboy,disgust,0
28829,cowboy,fear,0
28830,cowboy,joy,0
28831,cowboy,negative,0
28832,cowboy,positive,0
28833,cowboy,sadness,0
28834,cowboy,surprise,0
28835,cowboy,trust,0
28836,cowhide,anger,0
28837,cowhide,anticipation,0
28838,cowhide,disgust,0
28839,cowhide,fear,0
28840,cowhide,joy,0
28841,cowhide,negative,0
28842,cowhide,positive,0
28843,cowhide,sadness,0
28844,cowhide,surprise,0
28845,cowhide,trust,0
28846,cowl,anger,0
28847,cowl,anticipation,0
28848,cowl,disgust,0
28849,cowl,fear,0
28850,cowl,joy,0
28851,cowl,negative,0
28852,cowl,positive,0
28853,cowl,sadness,0
28854,cowl,surprise,0
28855,cowl,trust,0
28856,coworker,anger,0
28857,coworker,anticipation,0
28858,coworker,disgust,0
28859,coworker,fear,0
28860,coworker,joy,0
28861,coworker,negative,0
28862,coworker,positive,0
28863,coworker,sadness,0
28864,coworker,surprise,0
28865,coworker,trust,0
28866,coy,anger,0
28867,coy,anticipation,0
28868,coy,disgust,0
28869,coy,fear,1
28870,coy,joy,0
28871,coy,negative,0
28872,coy,positive,0
28873,coy,sadness,0
28874,coy,surprise,0
28875,coy,trust,0
28876,coyote,anger,0
28877,coyote,anticipation,0
28878,coyote,disgust,0
28879,coyote,fear,1
28880,coyote,joy,0
28881,coyote,negative,0
28882,coyote,positive,0
28883,coyote,sadness,0
28884,coyote,surprise,0
28885,coyote,trust,0
28886,crab,anger,0
28887,crab,anticipation,0
28888,crab,disgust,0
28889,crab,fear,0
28890,crab,joy,0
28891,crab,negative,0
28892,crab,positive,0
28893,crab,sadness,0
28894,crab,surprise,0
28895,crab,trust,0
28896,crabby,anger,1
28897,crabby,anticipation,0
28898,crabby,disgust,0
28899,crabby,fear,0
28900,crabby,joy,0
28901,crabby,negative,1
28902,crabby,positive,0
28903,crabby,sadness,0
28904,crabby,surprise,0
28905,crabby,trust,0
28906,crack,anger,0
28907,crack,anticipation,0
28908,crack,disgust,0
28909,crack,fear,0
28910,crack,joy,0
28911,crack,negative,1
28912,crack,positive,0
